PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Michal Repik	LW	VAN	22	10	16	26	14	24	0	7	1	0	0	0	2	0	2	1	0	0	0	0	0.0	0	0	0.0	1.18	1.09
Darren Helm	LW	M.H	23	10	12	22	8	14	4	7	3	0	0	0	4	0	2	1	0	0	0	0	0.0	0	0	0.0	0.96	0.61
Devin Setoguchi	RW	P.G	15	11	10	21	2	24	3	7	1	0	0	0	4	3	2	0	0	0	0	0	0.0	0	0	0.0	1.4	1.6
Jared Walker	LW	P.G	15	8	13	21	4	18	3	4	0	1	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	1.4	1.2
Kenndal McArdle	LW	VAN	22	11	9	20	14	49	2	2	2	1	0	0	1	0	4	1	0	0	0	0	0.0	0	0	0.0	0.91	2.23
Wacey Rabbit	C	VAN	22	11	9	20	12	16	5	2	0	0	0	0	3	0	3	3	0	0	0	0	0.0	0	0	0.0	0.91	0.73
Spencer Machacek	RW	VAN	22	9	11	20	12	14	3	2	1	0	0	0	1	0	1	2	0	0	0	0	0.0	0	0	0.0	0.91	0.64
Nick Drazenovic	C	P.G	15	9	10	19	0	6	3	5	1	0	0	0	3	2	1	2	0	0	0	0	0.0	0	0	0.0	1.27	0.4
Chris Stevens	LW	M.H	23	8	11	19	8	28	4	4	1	0	0	0	1	0	2	1	0	0	0	0	0.0	0	0	0.0	0.83	1.22
Milan Lucic	LW	VAN	22	7	12	19	12	26	3	4	0	0	0	0	2	0	1	1	0	0	0	0	0.0	0	0	0.0	0.86	1.18
Kris Russell	D	M.H	23	4	15	19	4	24	2	11	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.83	1.04
Brodie Dupont	C	CGY	18	9	7	16	1	33	3	4	1	0	0	0	2	0	3	1	0	0	0	0	0.0	0	0	0.0	0.89	1.83
Derek Dorsett	RW	M.H	17	8	8	16	6	56	3	2	0	1	0	0	1	1	2	1	0	0	0	0	0.0	0	0	0.0	0.94	3.29
Peter Mueller	C	EVT	12	7	9	16	4	12	2	5	1	0	0	0	0	0	2	0	0	0	0	0	0.0	0	0	0.0	1.33	1.0
Brennan Bosch	C	M.H	23	7	9	16	1	14	3	6	0	0	0	0	2	1	1	1	0	0	0	0	0.0	0	0	0.0	0.7	0.61
David Schlemko	D	M.H	23	3	13	16	-2	12	2	8	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.7	0.52
Daine Todd	C	M.H	22	7	8	15	7	18	3	5	0	0	0	0	0	0	1	2	0	0	0	0	0.0	0	0	0.0	0.68	0.82
