PName	PPosition	PTeam	PGP	PG	PA	PPTS	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G
Gilbert Brule	C	VAN	18	16	14	30	14	44	4	10	0	0	0	0	4	2	1	5	0	0	0	0	0.0	0	0	0.0	1.67	2.44
Blair Jones	C	M.J	22	9	12	21	9	45	2	2	0	1	0	0	3	1	3	0	0	0	0	0	0.0	0	0	0.0	0.95	2.05
Steven Gillen	C	M.J	22	8	12	20	12	14	1	2	1	0	0	0	2	0	1	1	0	0	0	0	0.0	0	0	0.0	0.91	0.64
Cody Franson	D	VAN	18	5	15	20	14	12	2	10	0	1	0	0	2	0	1	1	0	0	0	0	0.0	0	0	0.0	1.11	0.67
Paul Albers	D	VAN	18	3	16	19	14	8	3	10	0	1	0	0	1	0	2	0	0	0	0	0	0.0	0	0	0.0	1.06	0.44
Dustin Boyd	C	M.J	22	7	11	18	-2	10	1	3	0	0	0	0	2	1	1	0	0	0	0	0	0.0	0	0	0.0	0.82	0.45
Riley Holzapfel	C	M.J	22	7	9	16	12	20	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0.0	0	0	0.0	0.73	0.91
Kenndal McArdle	LW	M.J	22	6	10	16	1	43	2	4	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.73	1.95
Mitch Bartley	LW	VAN	18	8	7	15	12	20	4	1	2	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.83	1.11
Brandon Dubinsky	C	POR	12	5	10	15	5	24	3	3	1	0	0	0	1	0	2	0	0	0	0	0	0.0	0	0	0.0	1.25	2.0
Troy Brouwer	RW	M.J	17	10	4	14	2	34	3	1	1	0	0	0	0	0	2	3	0	0	0	0	0.0	0	0	0.0	0.82	2.0
Spencer Machacek	RW	VAN	18	6	8	14	9	8	3	4	1	0	0	0	1	0	0	3	0	0	0	0	0.0	0	0	0.0	0.78	0.44
Zach Hamill	C	EVT	15	3	11	14	-1	4	1	4	0	0	0	0	1	0	1	1	0	0	0	0	0.0	0	0	0.0	0.93	0.27
Jannik Hansen	RW	POR	12	7	6	13	5	16	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.08	1.33
Peter Mueller	C	EVT	15	7	6	13	4	10	3	3	0	0	0	0	2	0	3	1	0	0	0	0	0.0	0	0	0.0	0.87	0.67
Chris Ray	C	KEL	12	5	8	13	4	13	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	1.08	1.08
Blake Comeau	RW	KEL	12	4	9	13	5	22	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	1.08	1.83
Shaun Heshka	D	EVT	14	3	10	13	5	10	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.93	0.71
Devin Setoguchi	RW	SAS	10	8	4	12	-1	8	4	3	0	0	0	0	1	1	1	1	0	0	0	0	0.0	0	0	0.0	1.2	0.8
Derek Dorsett	RW	M.H	13	8	4	12	0	53	5	0	0	0	0	0	2	1	2	1	0	0	0	0	0.0	0	0	0.0	0.92	4.08
Chad Klassen	C	SAS	10	6	6	12	-1	20	4	2	1	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.2	2.0
Cam Barker	D	M.H	13	4	8	12	5	59	3	5	0	0	0	0	0	0	2	0	0	0	0	0	0.0	0	0	0.0	0.92	4.54
Brett Robertson	C	M.H	13	4	8	12	3	7	1	4	0	0	0	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	0.92	0.54
Kris Russell	D	M.H	13	4	8	12	5	11	2	4	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.92	0.85
John Lammers	LW	EVT	15	5	6	11	0	12	2	3	0	0	0	0	0	0	1	2	0	0	0	0	0.0	0	0	0.0	0.73	0.8
Tim Kraus	C	VAN	16	5	6	11	3	10	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.69	0.63
Roman Psurny	LW	M.H	13	4	7	11	0	10	1	5	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.85	0.77
Chris Stevens	LW	M.H	13	4	7	11	7	20	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.85	1.54
Fredrik Pettersson	LW	CGY	13	5	5	10	-5	18	3	4	0	0	0	0	1	1	1	0	0	0	0	0	0.0	0	0	0.0	0.77	1.38
Jeff Schultz	D	CGY	13	4	6	10	-4	6	2	6	0	0	0	0	2	1	1	1	0	0	0	0	0.0	0	0	0.0	0.77	0.46
Torrie Wheat	RW	EVT	15	1	9	10	2	14	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0.0	0	0	0.0	0.67	0.93
Mark Fistric	D	VAN	18	1	9	10	9	30	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.56	1.67
Craig Lineker	D	CGY	13	0	10	10	-3	16	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.77	1.23
